I1,I2,I1MAX,I1MIN,I1VAR,I2MAX,I2MIN,I2VAR,I3,I4,I3max,I3min,I3var,I4MAX,I4MIN,I5,I6,Itotal1,Itotalmax1,Itotalmin1,Vdcmean1,Vdcmax1,Vdcmin1,Pdcmean1,IR,T,range 1,range 2,range 3,range 4,class
0.72858,0.72858,0.72979,0.72786,0.0000002,0.72979,0.72786,0.0000002,0.72858,0.72858,0.72979,0.72786,0.0000002,0.72979,0.72786,0.72858,0.72858,426.97,457.27,394.32,484.08,484.52,483.49,31.037,128,28,0.00193,0.00193,0,0,0
0.80385,0.80385,0.81363,0.80067,0.0000141,0.81363,0.80067,0.0000141,0.80385,0.80385,0.81363,0.80067,0.0000141,0.81363,0.80067,0.80385,0.80385,426.59,457.24,394.66,501,503.36,492.99,35.464,141,17,0.01296,0.01296,0,0,0
4.7923,4.7923,4.8646,4.7664,0.0008906,4.8646,4.7664,0.0008906,4.7923,4.7923,4.8646,4.7664,0.0008906,4.8646,4.7664,4.7923,4.7923,440.27,456.91,435.98,526.53,530.07,514.7,222.23,841,12,0.0982,0.0982,0,0,0
2.1919,2.1919,2.1978,2.1895,0.0000013,2.1978,2.1895,0.0000013,2.1919,2.1919,2.1978,2.1895,0.0000013,2.1978,2.1895,2.1919,2.1919,426.97,457.27,394.32,500.12,500.42,497.65,96.481,385,28,0.0083,0.0083,0,0,0
0.74588,0.74588,0.74697,0.74489,0.0000001,0.74697,0.74489,0.0000001,0.74588,0.74588,0.74697,0.74489,0.0000001,0.74697,0.74489,0.74588,0.74588,426.58,456.46,393.28,475.19,476.63,474.82,31.188,131,34,0.00208,0.00208,0,0,0
2.5242,2.5242,2.5558,2.5167,0.0000982,2.5558,2.5167,0.0000982,2.5242,2.5242,2.5558,2.5167,0.0000982,2.5558,2.5167,2.5242,2.5242,426.84,457.41,394.68,510.84,512.58,502.18,113.55,443,21,0.0391,0.0391,0,0,0
4.6426,4.6426,4.6522,4.6338,0.0000092,4.6522,4.6338,0.0000092,4.6426,4.6426,4.6522,4.6338,0.0000092,4.6522,4.6338,4.6426,4.6426,433.63,457.19,422.57,504.68,505.04,504.11,206.19,816,29,0.0184,0.0184,0,0,0
3.0897,3.0897,3.1405,3.0667,0.0005294,3.1405,3.0667,0.0005294,3.0897,3.0897,3.1405,3.0667,0.0005294,3.1405,3.0667,3.0897,3.0897,426.35,457.07,394.52,520.4,525.2,507.45,141.62,541,14,0.0738,0.0738,0,0,0
3.8796,3.8796,3.9112,3.8696,0.0000721,3.9112,3.8696,0.0000721,3.8796,3.8796,3.9112,3.8696,0.0000721,3.9112,3.8696,3.8796,3.8796,426.84,457.41,394.68,515.1,516.09,509.56,175.93,682,21,0.0416,0.0416,0,0,0
4.4318,4.4318,4.4397,4.424,0.0000065,4.4397,4.424,0.0000065,4.4318,4.4318,4.4397,4.424,0.0000065,4.4397,4.424,4.4318,4.4318,427.75,457.27,404.06,506.02,506.31,505.6,197.34,779,28,0.0157,0.0157,0,0,0
4.0528,4.0528,4.1063,4.0389,0.0002654,4.1063,4.0389,0.0002654,4.0528,4.0528,4.1063,4.0389,0.0002654,4.1063,4.0389,4.0528,4.0528,426.59,457.24,394.66,520.3,522.21,511.43,185.68,712,17,0.0674,0.0674,0,0,0
1.4007,1.4007,1.4061,1.3989,0.0000015,1.4061,1.3989,0.0000015,1.4007,1.4007,1.4061,1.3989,0.0000015,1.4061,1.3989,1.4007,1.4007,426.98,457.33,394.4,495.65,496.05,493.04,61.109,246,27,0.0072,0.0072,0,0,0
3.1371,3.1371,3.1898,3.1128,0.0006052,3.1898,3.1128,0.0006052,3.1371,3.1371,3.1898,3.1128,0.0006052,3.1898,3.1128,3.1371,3.1371,426.26,456.99,394.47,521.42,526.65,507.67,144.07,549,13,0.077,0.077,0,0,0
2.3126,2.3126,2.3162,2.3092,0.0000021,2.3162,2.3092,0.0000021,2.3126,2.3126,2.3162,2.3092,0.0000021,2.3162,2.3092,2.3126,2.3126,426.58,456.46,393.28,491.84,492.18,491.51,100.09,406,34,0.007,0.007,0,0,0
1.7144,1.7144,1.7285,1.712,0.0000122,1.7285,1.712,0.0000122,1.7144,1.7144,1.7285,1.712,0.0000122,1.7285,1.712,1.7144,1.7144,426.98,457.4,394.56,501.09,501.83,496.04,75.628,301,25,0.0165,0.0165,0,0,0
4.146,4.146,4.1644,4.1356,0.0000261,4.1644,4.1356,0.0000261,4.146,4.146,4.1644,4.1356,0.0000261,4.1644,4.1356,4.146,4.146,426.91,457.43,394.62,512.82,513.65,510.07,187.15,729,23,0.0288,0.0288,0,0,0
5.485,5.485,5.4924,5.4766,0.0000071,5.4924,5.4766,0.0000071,5.485,5.485,5.4924,5.4766,0.0000071,5.4924,5.4766,5.485,5.485,499.51,501.92,495.17,499.22,499.42,499.01,240.96,964,33,0.0158,0.0158,0,0,0
1.2757,1.2757,1.2845,1.2736,0.0000073,1.2845,1.2736,0.0000073,1.2757,1.2757,1.2845,1.2736,0.0000073,1.2845,1.2736,1.2757,1.2757,426.95,457.39,394.6,498.53,499.37,494,55.987,224,24,0.0109,0.0109,0,0,0
1.9018,1.9018,1.9341,1.8842,0.0002825,1.9341,1.8842,0.0002825,1.9018,1.9018,1.9341,1.8842,0.0002825,1.9341,1.8842,1.9018,1.9018,426.26,456.99,394.47,514.83,521.55,499.8,86.245,332,13,0.0499,0.0499,0,0,0
1.8735,1.8735,1.877,1.8705,0.0000022,1.877,1.8705,0.0000022,1.8735,1.8735,1.877,1.8705,0.0000022,1.877,1.8705,1.8735,1.8735,426.84,456.94,393.92,493.75,494.28,492.61,81.41,329,31,0.0065,0.0065,0,0,0
1.8167,1.8167,1.8193,1.8152,0.0000004,1.8193,1.8152,0.0000004,1.8167,1.8167,1.8193,1.8152,0.0000004,1.8193,1.8152,1.8167,1.8167,426.84,456.94,393.92,493.35,493.52,492.93,78.872,319,31,0.0041,0.0041,0,0,0
2.364,2.364,2.3677,2.3615,0.000001,2.3677,2.3615,0.000001,2.364,2.364,2.3677,2.3615,0.000001,2.3677,2.3615,2.364,2.364,426.58,456.46,393.28,492.07,492.28,491.8,102.37,415,34,0.0062,0.0062,0,0,0
1.8647,1.8647,1.8964,1.8501,0.0002127,1.8964,1.8501,0.0002127,1.8647,1.8647,1.8964,1.8501,0.0002127,1.8964,1.8501,1.8647,1.8647,426.44,457.12,394.58,513.08,518.38,499.27,84.272,326,15,0.0463,0.0463,0,0,0
2.993,2.993,3.0036,2.9876,0.0000073,3.0036,2.9876,0.0000073,2.993,2.993,3.0036,2.9876,0.0000073,3.0036,2.9876,2.993,2.993,426.98,457.34,394.42,506.34,506.92,503.84,133.39,526,26,0.016,0.016,0,0,0
4.8208,4.8208,4.8571,4.8094,0.0000924,4.8571,4.8094,0.0000924,4.8208,4.8208,4.8571,4.8094,0.0000924,4.8571,4.8094,4.8208,4.8208,443.35,457.34,439.64,518.87,519.8,513.32,220.21,848,19,0.0477,0.0477,0,0,0
3.3851,3.3851,3.3952,3.3809,0.0000057,3.3952,3.3809,0.0000057,3.3851,3.3851,3.3952,3.3809,0.0000057,3.3952,3.3809,3.3851,3.3851,426.98,457.4,394.56,508.81,509.17,506.74,151.59,595,25,0.0143,0.0143,0,0,0
2.0336,2.0336,2.036,2.0315,0.0000007,2.036,2.0315,0.0000007,2.0336,2.0336,2.036,2.0315,0.0000007,2.036,2.0315,2.0336,2.0336,426.68,456.61,393.5,491.74,491.92,491.49,88.001,357,33,0.0045,0.0045,0,0,0
4.4321,4.4321,4.438,4.4234,0.0000059,4.438,4.4234,0.0000059,4.4321,4.4321,4.438,4.4234,0.0000059,4.438,4.4234,4.4321,4.4321,427.72,457.19,403.91,504.54,504.88,504.17,196.79,779,29,0.0146,0.0146,0,0,0
3.4796,3.4796,3.5221,3.468,0.0001912,3.5221,3.468,0.0001912,3.4796,3.4796,3.5221,3.468,0.0001912,3.5221,3.468,3.4796,3.4796,426.74,457.34,394.69,516.54,518.37,508.5,158.26,611,19,0.0541,0.0541,0,0,0
0.8475,0.8475,0.86128,0.83959,0.0000496,0.86128,0.83959,0.0000496,0.8475,0.8475,0.86128,0.83959,0.0000496,0.86128,0.83959,0.8475,0.8475,426.07,456.82,394.35,507.16,513.59,493.94,37.86,148,11,0.02169,0.02169,0,0,0
4.5598,4.5598,4.5704,4.5538,0.0000055,4.5704,4.5538,0.0000055,4.5598,4.5598,4.5704,4.5538,0.0000055,4.5704,4.5538,4.5598,4.5598,430.7,457.43,416.12,513.34,513.68,511.43,206.01,802,23,0.0166,0.0166,0,0,0
1.2361,1.2361,1.2374,1.2348,0.0000002,1.2374,1.2348,0.0000002,1.2361,1.2361,1.2374,1.2348,0.0000002,1.2374,1.2348,1.2361,1.2361,426.58,456.46,393.28,483.26,483.45,482.83,52.568,217,34,0.0026,0.0026,0,0,0
2.9706,2.9706,2.9901,2.9637,0.0000232,2.9901,2.9637,0.0000232,2.9706,2.9706,2.9901,2.9637,0.0000232,2.9901,2.9637,2.9706,2.9706,426.95,457.39,394.6,509,509.94,504.75,133.1,522,24,0.0264,0.0264,0,0,0
2.3136,2.3136,2.3514,2.2868,0.0005113,2.3514,2.2868,0.0005113,2.3136,2.3136,2.3514,2.2868,0.0005113,2.3514,2.2868,2.3136,2.3136,425.97,456.73,394.28,518.93,528.08,502.97,105.76,403,10,0.0646,0.0646,0,0,0
4.6412,4.6412,4.7061,4.6192,0.0006307,4.7061,4.6192,0.0006307,4.6412,4.6412,4.7061,4.6192,0.0006307,4.7061,4.6192,4.6412,4.6412,432.86,457.07,422.81,524.34,527.08,514.59,214.3,815,14,0.0869,0.0869,0,0,0
3.2828,3.2828,3.3266,3.2663,0.0002638,3.3266,3.2663,0.0002638,3.2828,3.2828,3.3266,3.2663,0.0002638,3.3266,3.2663,3.2828,3.2828,426.67,457.28,394.68,517.01,519.8,508.17,149.46,576,18,0.0603,0.0603,0,0,0
3.6613,3.6613,3.7183,3.6423,0.0004831,3.7183,3.6423,0.0004831,3.6613,3.6613,3.7183,3.6423,0.0004831,3.7183,3.6423,3.6613,3.6613,426.35,457.07,394.52,522.59,525.92,510.66,168.51,642,14,0.076,0.076,0,0,0
3.9238,3.9238,3.9774,3.906,0.0003264,3.9774,3.906,0.0003264,3.9238,3.9238,3.9774,3.906,0.0003264,3.9774,3.906,3.9238,3.9238,426.52,457.2,394.62,521.21,523.73,511.54,180.09,689,16,0.0714,0.0714,0,0,0
4.4025,4.4025,4.4083,4.3972,0.0000034,4.4083,4.3972,0.0000034,4.4025,4.4025,4.4083,4.3972,0.0000034,4.4083,4.3972,4.4025,4.4025,427.41,457.33,401.59,507.49,507.68,507.18,196.61,774,27,0.0111,0.0111,0,0,0
0.99675,0.99675,1.0057,0.99305,0.0000097,1.0057,0.99305,0.0000097,0.99675,0.99675,1.0057,0.99305,0.0000097,1.0057,0.99305,0.99675,0.99675,426.84,457.41,394.68,499.13,500.94,493.43,43.801,175,21,0.01265,0.01265,0,0,0
5.2435,5.2435,5.3039,5.2271,0.0003846,5.3039,5.2271,0.0003846,5.2435,5.2435,5.3039,5.2271,0.0003846,5.3039,5.2271,5.2435,5.2435,478.93,479.72,477.49,523.98,525.64,516.18,241.92,922,15,0.0768,0.0768,0,0,0
4.8071,4.8071,4.8763,4.7824,0.0007313,4.8763,4.7824,0.0007313,4.8071,4.8071,4.8763,4.7824,0.0007313,4.8763,4.7824,4.8071,4.8071,441.43,456.99,437.57,525.6,528.61,514.78,222.5,844,13,0.0939,0.0939,0,0,0
5.6644,5.6644,5.6768,5.6532,0.0000204,5.6768,5.6532,0.0000204,5.6644,5.6644,5.6768,5.6532,0.0000204,5.6768,5.6532,5.6644,5.6644,517.77,519.19,515.27,513.78,514.19,512.6,256.12,997,23,0.0236,0.0236,0,0,0
2.8506,2.8506,2.8983,2.825,0.0006267,2.8983,2.825,0.0006267,2.8506,2.8506,2.8983,2.825,0.0006267,2.8983,2.825,2.8506,2.8506,426.17,456.91,394.4,520.64,527.13,505.65,130.73,498,12,0.0733,0.0733,0,0,0
5.4987,5.4987,5.5719,5.4726,0.0008349,5.5719,5.4726,0.0008349,5.4987,5.4987,5.5719,5.4726,0.0008349,5.5719,5.4726,5.4987,5.4987,501.39,502.1,500.17,527.29,530.02,517.5,255.32,966,12,0.0993,0.0993,0,0,0
4.5546,4.5546,4.6288,4.5181,0.0012102,4.6288,4.5181,0.0012102,4.5546,4.5546,4.6288,4.5181,0.0012102,4.6288,4.5181,4.5546,4.5546,429.09,456.73,413.89,527.87,533.22,514.55,211.76,798,10,0.1107,0.1107,0,0,0
5.0183,5.0183,5.0274,5.0081,0.0000152,5.0274,5.0081,0.0000152,5.0183,5.0183,5.0274,5.0081,0.0000152,5.0274,5.0081,5.0183,5.0183,458.3,460.21,454.6,502.01,502.42,501.53,221.69,882,31,0.0193,0.0193,0,0,0
2.6353,2.6353,2.6799,2.6089,0.0005666,2.6799,2.6089,0.0005666,2.6353,2.6353,2.6799,2.6089,0.0005666,2.6799,2.6089,2.6353,2.6353,426.17,456.91,394.4,519.29,526.61,503.51,120.55,460,12,0.071,0.071,0,0,0
4.6663,4.6663,4.7236,4.6496,0.0004039,4.7236,4.6496,0.0004039,4.6663,4.6663,4.7236,4.6496,0.0004039,4.7236,4.6496,4.6663,4.6663,434.26,457.2,425.41,522.18,524.11,513.96,214.56,820,16,0.074,0.074,0,0,0
5.2274,5.2274,5.2432,5.2203,0.0000095,5.2432,5.2203,0.0000095,5.2274,5.2274,5.2432,5.2203,0.0000095,5.2432,5.2203,5.2274,5.2274,478.17,479.26,476.14,516.55,516.88,514.06,237.66,920,21,0.0229,0.0229,0,0,0
1.9291,1.9291,1.9624,1.9127,0.0002625,1.9624,1.9127,0.0002625,1.9291,1.9291,1.9624,1.9127,0.0002625,1.9624,1.9127,1.9291,1.9291,426.35,457.07,394.52,514.21,520.26,499.61,87.376,337,14,0.0497,0.0497,0,0,0
1.271,1.271,1.2931,1.2597,0.0001177,1.2931,1.2597,0.0001177,1.271,1.271,1.2931,1.2597,0.0001177,1.2931,1.2597,1.271,1.271,426.26,456.99,394.47,510.22,516.45,496.07,57.122,222,13,0.0334,0.0334,0,0,0
3.5411,3.5411,3.5468,3.5347,0.0000062,3.5468,3.5347,0.0000062,3.5411,3.5411,3.5468,3.5347,0.0000062,3.5468,3.5347,3.5411,3.5411,426.76,456.8,393.67,498.87,499.33,498.45,155.46,622,32,0.0121,0.0121,0,0,0
1.3097,1.3097,1.3193,1.3072,0.0000076,1.3193,1.3072,0.0000076,1.3097,1.3097,1.3193,1.3072,0.0000076,1.3193,1.3072,1.3097,1.3097,426.95,457.39,394.6,498.95,499.9,494.36,57.53,230,24,0.0121,0.0121,0,0,0
3.7574,3.7574,3.7615,3.752,0.0000027,3.7615,3.752,0.0000027,3.7574,3.7574,3.7615,3.752,0.0000027,3.7615,3.752,3.7574,3.7574,426.76,456.8,393.67,499.27,499.49,499.05,165.09,660,32,0.0095,0.0095,0,0,0
3.2021,3.2021,3.2408,3.1888,0.0002014,3.2408,3.1888,0.0002014,3.2021,3.2021,3.2408,3.1888,0.0002014,3.2408,3.1888,3.2021,3.2021,426.74,457.34,394.69,515.65,517.84,506.94,145.4,562,19,0.052,0.052,0,0,0
0.95727,0.95727,0.96683,0.95396,0.0000126,0.96683,0.95396,0.0000126,0.95727,0.95727,0.96683,0.95396,0.0000126,0.96683,0.95396,0.95727,0.95727,426.79,457.38,394.68,499.72,501.44,493.25,42.118,168,20,0.01287,0.01287,0,0,0
1.2055,1.2055,1.2249,1.198,0.0000663,1.2249,1.198,0.0000663,1.2055,1.2055,1.2249,1.198,0.0000663,1.2249,1.198,1.2055,1.2055,426.52,457.2,394.62,506.97,511.04,495.31,53.827,211,16,0.0269,0.0269,0,0,0
1.8088,1.8088,1.8405,1.7939,0.0002232,1.8405,1.7939,0.0002232,1.8088,1.8088,1.8405,1.7939,0.0002232,1.8405,1.7939,1.8088,1.8088,426.35,457.07,394.52,513.5,519.43,498.67,81.817,316,14,0.0466,0.0466,0,0,0
0.82009,0.82009,0.82679,0.81772,0.0000063,0.82679,0.81772,0.0000063,0.82009,0.82009,0.82679,0.81772,0.0000063,0.82679,0.81772,0.82009,0.82009,426.79,457.38,394.68,497.62,499.06,492.31,35.928,144,20,0.00907,0.00907,0,0,0
5.4111,5.4111,5.4184,5.4039,0.0000059,5.4184,5.4039,0.0000059,5.4111,5.4111,5.4184,5.4039,0.0000059,5.4184,5.4039,5.4111,5.4111,492.87,495.2,488.59,499.21,499.36,499.04,237.71,951,33,0.0145,0.0145,0,0,0
3.074,3.074,3.1011,3.0657,0.0000669,3.1011,3.0657,0.0000669,3.074,3.074,3.1011,3.0657,0.0000669,3.1011,3.0657,3.074,3.074,426.88,457.39,394.66,511.84,513.15,505.87,138.52,540,22,0.0354,0.0354,0,0,0
5.172,5.172,5.2108,5.1587,0.0001108,5.2108,5.1587,0.0001108,5.172,5.172,5.2108,5.1587,0.0001108,5.2108,5.1587,5.172,5.172,472.94,473.84,471.28,520.42,521.52,515.18,236.95,910,18,0.0521,0.0521,0,0,0
1.1404,1.1404,1.1557,1.1351,0.0000304,1.1557,1.1351,0.0000304,1.1404,1.1404,1.1557,1.1351,0.0000304,1.1557,1.1351,1.1404,1.1404,426.74,457.34,394.69,503.28,505.88,494.67,50.541,200,19,0.0206,0.0206,0,0,0
2.5676,2.5676,2.5708,2.5647,0.000001,2.5708,2.5647,0.000001,2.5676,2.5676,2.5708,2.5647,0.000001,2.5708,2.5647,2.5676,2.5676,426.89,457.07,394.02,498.99,499.23,498.23,112.75,451,30,0.0061,0.0061,0,0,0
2.6444,2.6444,2.6872,2.6272,0.0003454,2.6872,2.6272,0.0003454,2.6444,2.6444,2.6872,2.6272,0.0003454,2.6872,2.6272,2.6444,2.6444,426.52,457.2,394.62,516.43,520.69,503.41,120.28,463,16,0.06,0.06,0,0,0
1.2493,1.2493,1.271,1.237,0.0001263,1.271,1.237,0.0001263,1.2493,1.2493,1.271,1.237,0.0001263,1.271,1.237,1.2493,1.2493,426.17,456.91,394.4,510.6,517.74,495.74,56.189,218,12,0.034,0.034,0,0,0
5.4687,5.4687,5.4768,5.4606,0.0000071,5.4768,5.4606,0.0000071,5.4687,5.4687,5.4768,5.4606,0.0000071,5.4768,5.4606,5.4687,5.4687,497.77,500.31,493.16,497.74,497.98,497.51,239.54,961,34,0.0162,0.0162,0,0,0
0.87074,0.87074,0.87365,0.86967,0.0000008,0.87365,0.86967,0.0000008,0.87074,0.87074,0.87365,0.86967,0.0000008,0.87365,0.86967,0.87074,0.87074,426.95,457.39,394.6,493.1,493.58,490.75,37.791,153,24,0.00398,0.00398,0,0,0
2.3889,2.3889,2.4283,2.3736,0.0003134,2.4283,2.3736,0.0003134,2.3889,2.3889,2.4283,2.3736,0.0003134,2.4283,2.3736,2.3889,2.3889,426.52,457.2,394.62,515.03,519.51,502.28,108.36,418,16,0.0547,0.0547,0,0,0
0.64312,0.64312,0.64479,0.6415,0.0000004,0.64479,0.6415,0.0000004,0.64312,0.64312,0.64479,0.6415,0.0000004,0.64479,0.6415,0.64312,0.64312,426.84,456.94,393.92,477.46,479.65,476.41,27.016,113,31,0.00329,0.00329,0,0,0
1.4459,1.4459,1.4703,1.4291,0.0001838,1.4703,1.4291,0.0001838,1.4459,1.4459,1.4703,1.4291,0.0001838,1.4703,1.4291,1.4459,1.4459,426.07,456.82,394.35,512.86,521.38,497.06,65.322,252,11,0.0412,0.0412,0,0,0
4.3168,4.3168,4.3219,4.3115,0.0000027,4.3219,4.3115,0.0000027,4.3168,4.3168,4.3219,4.3115,0.0000027,4.3219,4.3115,4.3168,4.3168,426.98,457.34,394.42,508.87,509.07,508.56,193.31,759,26,0.0104,0.0104,0,0,0
2.8794,2.8794,2.8911,2.8747,0.0000052,2.8911,2.8747,0.0000052,2.8794,2.8794,2.8911,2.8747,0.0000052,2.8911,2.8747,2.8794,2.8794,426.98,457.34,394.42,505.97,506.47,502.97,128.24,506,26,0.0164,0.0164,0,0,0
2.085,2.085,2.1038,2.0811,0.0000253,2.1038,2.0811,0.0000253,2.085,2.085,2.1038,2.0811,0.0000253,2.1038,2.0811,2.085,2.085,426.95,457.39,394.6,504.81,505.82,498.48,92.665,366,24,0.0227,0.0227,0,0,0
1.5375,1.5375,1.5412,1.5357,0.0000009,1.5412,1.5357,0.0000009,1.5375,1.5375,1.5412,1.5357,0.0000009,1.5412,1.5357,1.5375,1.5375,426.94,457.19,394.18,494.03,494.38,492.58,66.85,270,29,0.0055,0.0055,0,0,0
1.5089,1.5089,1.5167,1.5068,0.0000035,1.5167,1.5068,0.0000035,1.5089,1.5089,1.5167,1.5068,0.0000035,1.5167,1.5068,1.5089,1.5089,426.98,457.33,394.4,496.68,497.18,493.95,65.968,265,27,0.0099,0.0099,0,0,0
3.7739,3.7739,3.8189,3.7612,0.000178,3.8189,3.7612,0.000178,3.7739,3.7739,3.8189,3.7612,0.000178,3.8189,3.7612,3.7739,3.7739,426.74,457.34,394.69,517.3,519.01,509.72,171.89,663,19,0.0577,0.0577,0,0,0
0.98516,0.98516,0.98624,0.98417,0.0000001,0.98624,0.98417,0.0000001,0.98516,0.98516,0.98624,0.98417,0.0000001,0.98624,0.98417,0.98516,0.98516,426.89,457.07,394.02,485.82,486.07,485.46,42.119,173,30,0.00207,0.00207,0,0,0
4.5431,4.5431,4.5493,4.5375,0.000004,4.5493,4.5375,0.000004,4.5431,4.5431,4.5493,4.5375,0.000004,4.5493,4.5375,4.5431,4.5431,429.66,456.46,412.42,497.3,497.46,497.11,198.81,798,34,0.0118,0.0118,0,0,0
2.802,2.802,2.8292,2.7922,0.0000782,2.8292,2.7922,0.0000782,2.802,2.802,2.8292,2.7922,0.0000782,2.8292,2.7922,2.802,2.802,426.88,457.39,394.66,510.81,512.45,503.96,126.01,492,22,0.037,0.037,0,0,0
2.1438,2.1438,2.1701,2.1346,0.0000858,2.1701,2.1346,0.0000858,2.1438,2.1438,2.1701,2.1346,0.0000858,2.1701,2.1346,2.1438,2.1438,426.84,457.41,394.68,508.78,511.09,500.07,96.042,376,21,0.0355,0.0355,0,0,0
3.1864,3.1864,3.209,3.1793,0.0000313,3.209,3.1793,0.0000313,3.1864,3.1864,3.209,3.1793,0.0000313,3.209,3.1793,3.1864,3.1864,426.91,457.43,394.62,511,511.91,506.63,143.34,560,23,0.0297,0.0297,0,0,0
4.6437,4.6437,4.653,4.6338,0.0000099,4.653,4.6338,0.0000099,4.6437,4.6437,4.653,4.6338,0.0000099,4.653,4.6338,4.6437,4.6437,433.51,456.94,422.1,501.78,502.29,501.48,205.04,816,31,0.0192,0.0192,0,0,0
2.51,2.51,2.5247,2.505,0.0000114,2.5247,2.505,0.0000114,2.51,2.51,2.5247,2.505,0.0000114,2.5247,2.505,2.51,2.51,426.98,457.34,394.42,504.5,505.19,500.3,111.47,441,26,0.0197,0.0197,0,0,0
2.4051,3.3859,3.3034,2.1968,0.000049,3.3887,3.3069,0.0000009,3.3026,3.3026,3.3075,3.2983,0.0000017,3.3075,3.2983,3.3026,3.3026,426.84,456.93,393.92,499.72,499.97,499.3,144.81,580,31,1.1066,0.0818,-0.9808,0,2
4.5199,5.1518,5.0561,4.4125,0.0000205,5.1569,5.0595,0.0000037,5.0602,5.0602,5.0667,5.0528,0.0000053,5.0667,5.0528,5.0602,5.0602,461.39,463.73,456.89,497.6,497.78,497.42,221.32,889,34,0.6436,0.0974,-0.6319,0,2
2.0001,3.6749,3.572,1.5986,0.0001633,3.6783,3.5756,0.0000029,3.5741,3.5741,3.5812,3.5665,0.0000098,3.5812,3.5665,3.5741,3.5741,426.98,457.34,394.42,507.6,508.2,506.69,158.9,628,26,1.9734,0.1027,-1.6748,0,2
1.5307,3.0652,3.0293,1.2112,0.0006496,3.0838,3.0329,0.0000556,2.9893,2.9893,3.0326,2.9752,0.0002867,3.0326,2.9752,2.9893,2.9893,426.59,457.24,394.65,517.03,520.07,506.34,135.39,524,17,1.8181,0.0509,-1.5345,0,2
0.15435,1.6187,1.564,-0.1848,0.0001308,1.6196,1.5675,0.0000003,1.5675,1.5675,1.5698,1.565,0.0000011,1.5698,1.565,1.5675,1.5675,426.84,456.93,393.92,490.93,491.41,490.47,67.053,275,31,1.7488,0.0521,-1.46435,0,2
0.97971,1.7846,1.7728,0.83745,0.0004111,1.7978,1.7763,0.0000429,1.7462,1.7462,1.7755,1.7314,0.000202,1.7755,1.7314,1.7462,1.7462,426.35,457.07,394.52,513.02,518.9,498.55,78.529,305,14,0.93535,0.0215,-0.80489,0,2
4.5488,5.3918,5.3237,4.4145,0.0001171,5.4192,5.3274,0.000048,5.2911,5.2911,5.3303,5.2792,0.0000966,5.3303,5.2792,5.2911,5.2911,483.73,484.65,482.02,520.45,521.36,515.52,242.04,931,18,0.9092,0.0918,-0.843,0,2
4.8923,5.2694,5.2637,4.8716,0.0004591,5.3225,5.2509,0.0003562,5.2057,5.2057,5.2695,5.184,0.0005036,5.2695,5.184,5.2057,5.2057,475.26,476,473.92,525.09,527.29,516.69,240.53,915,14,0.3921,0.0716,-0.3771,0,2
-0.13033,1.1756,1.1493,-0.39653,0.0001733,1.1795,1.1528,0.0000016,1.1407,1.1407,1.152,1.1377,0.0000134,1.152,1.1377,1.1407,1.1407,426.83,457.41,394.67,500.43,501.83,493.88,49.648,200,21,1.54583,0.0267,-1.30593,0,2
2.3609,3.712,3.6566,2.0786,0.0002702,3.7319,3.6602,0.0000375,3.6213,3.6213,3.6605,3.6078,0.0001408,3.6605,3.6078,3.6213,3.6213,426.79,457.38,394.68,515.58,517.44,508.79,163.76,636,20,1.578,0.0717,-1.3511,0,2
2.7389,4.3217,4.2084,2.3701,0.0001343,4.3247,4.2119,0.0000019,4.2094,4.2094,4.215,4.2037,0.0000045,4.215,4.2037,4.2094,4.2094,426.98,457.4,394.56,510.08,510.37,509.24,188.24,740,25,1.8383,0.1128,-1.5828,0,2
1.0464,2.1489,2.1344,0.84365,0.0008399,2.1632,2.1379,0.0000624,2.1028,2.1028,2.1372,2.0838,0.0003404,2.1372,2.0838,2.1028,2.1028,426.26,456.99,394.47,515.81,522.49,501.19,95.013,367,13,1.29075,0.0253,-1.1025,0,2
-0.74997,3.2772,3.2,-1.6508,0.001487,3.2856,3.2036,0.0000068,3.1744,3.1744,3.204,3.1658,0.0000806,3.204,3.1658,3.1744,3.1744,426.83,457.41,394.67,512.86,514.07,506.6,141.41,557,21,4.8508,0.082,-4.02717,0,2
-6.7523,4.8435,4.7235,-8.9947,0.015898,4.8511,4.7272,0.0000075,4.6819,4.6819,4.7334,4.6662,0.0003166,4.7334,4.6662,4.6819,4.6819,434.52,457.2,425.94,521.12,522.97,514.18,209.09,821,16,13.7182,0.1239,-11.5958,0,2
3.6979,4.4048,4.311,3.5654,0.0000312,4.4103,4.3145,0.0000066,4.3166,4.3166,4.3241,4.3082,0.0000114,4.3241,4.3082,4.3166,4.3166,426.58,456.46,393.28,496.96,497.42,496.47,188.49,758,34,0.7456,0.0958,-0.7069,0,2
1.081,1.8302,1.7948,0.92747,0.0000489,1.8376,1.7983,0.0000037,1.7832,1.7832,1.7977,1.7803,0.0000135,1.7977,1.7803,1.7832,1.7832,426.98,457.4,394.56,501.46,502.22,496.58,78.385,313,25,0.86733,0.0393,-0.7492,0,2
2.7887,3.4465,3.3699,2.6632,0.0000212,3.4494,3.3733,0.0000014,3.3723,3.3723,3.3764,3.3676,0.0000023,3.3764,3.3676,3.3723,3.3723,426.47,456.22,393.08,493.98,494.22,493.75,146.32,592,35,0.7067,0.0761,-0.6578,0,2
